Altitude,Slope_Orientation,Slope,Horizontal_Distance_To_Water,Vertical_Distance_To_Water,Horizontal_Distance_To_Roadways,Shadow_Index_9h,Shadow_Index_12h,Shadow_Index_15h,Horizontal_Distance_To_Fire_Points,Canopy_Density,Rainfall_Summer,Rainfall_Winter,Wind_Exposure_Level,Vegetation_Type,Soil_Type_Enc,Wilderness_Area_Enc,Vegetation_Type_Enc
2459,275,13,474,100,872,183,243,199,323,65.62,259.71,702.98,41.6,Type_6,27,3,2
2312,97,26,210,65,1100,251,194,55,751,51.27,166.19,221.58,19.76,Type_6,27,3,2
2267,307,21,85,19,1142,159,223,202,797,45.14,303.41,355.04,58.02,Type_6,18,3,2
2292,305,26,134,45,1114,138,215,213,819,84.92,335.68,725.44,19.66,Type_6,18,3,2
2310,331,20,190,77,1087,167,210,180,845,45.94,240.78,281.43,18.49,Type_6,18,3,2
2406,288,23,361,136,1020,151,231,217,272,86.74,360.41,954.02,14.27,Type_6,18,3,2
2431,269,21,421,161,960,162,242,218,272,70.61,212.61,1045.3,24.42,Type_6,18,3,2
2478,34,14,30,11,595,217,208,123,1292,77.73,239.04,259.65,34.62,Type_6,18,3,2
2307,88,23,210,60,1071,247,195,64,781,68.61,432.16,125.32,53.36,Type_6,27,3,2
2295,65,19,180,48,1077,234,199,89,780,41.83,393.34,1035.92,43.79,Type_6,27,3,2
2318,324,19,201,80,1060,170,217,185,872,40.01,309.79,1076.59,22.04,Type_6,18,3,2
2402,331,22,474,191,972,163,207,180,1041,85.42,217.29,1103.46,44.94,Type_6,18,3,2
2408,335,25,450,82,967,156,198,176,1062,79.29,227.9,107.03,32.36,Type_6,18,3,2
2421,38,17,300,95,960,218,202,114,1168,51.24,333.29,1175.35,29.26,Type_6,28,3,2
2300,338,26,42,19,1440,155,194,172,510,83.46,233.43,678.11,44.4,Type_6,18,3,2
2312,338,32,60,37,1380,135,178,171,458,64.17,284.05,673.26,33.18,Type_6,18,3,2
2489,353,14,85,-3,534,196,215,157,1343,89.5,437.8,469.25,22.74,Type_6,18,3,2
2488,24,13,60,21,553,212,212,134,1332,39.82,202.59,935.67,7.91,Type_6,18,3,2
2310,0,18,30,2,987,190,203,147,886,89.14,411.52,613.16,31.86,Type_6,30,3,2
2358,72,12,201,81,1024,233,217,114,824,71.2,303.29,554.43,24.15,Type_6,18,3,2
2340,322,21,268,107,1008,163,214,189,927,77.91,319.01,1091.86,32.7,Type_6,18,3,2
2355,317,22,323,124,987,157,215,196,957,36.42,170.83,1191.58,20.33,Type_6,18,3,2
2420,326,24,450,62,938,155,206,187,1084,76.84,328.75,701.46,10.28,Type_6,18,3,2
2385,293,20,150,66,1061,159,231,210,1529,84.61,154.08,472.13,13.25,Type_6,18,3,2
2380,283,23,285,110,1110,151,234,220,242,86.45,378.49,94.9,46.2,Type_6,18,3,2
2478,264,7,366,91,810,202,244,181,277,40.49,300.42,441.95,47.47,Type_6,27,3,2
2489,333,18,124,39,458,176,214,176,1409,74.25,162.07,685.45,28.91,Type_6,18,3,2
2340,57,23,268,68,1001,229,185,78,845,46.08,415.27,581.32,8.75,Type_6,18,3,2
2316,19,28,120,66,1024,188,170,107,842,84.73,270.26,488.47,25.04,Type_6,18,3,2
2311,326,26,120,61,1050,146,201,189,892,73.26,351.5,814.6,36.92,Type_6,18,3,2
2340,317,21,240,93,993,161,217,194,939,45.43,202.78,497.55,31.2,Type_6,18,3,2
2369,314,20,360,138,949,161,219,196,999,73.16,425.41,950.24,20.94,Type_6,18,3,2
2389,304,23,417,161,931,150,221,209,1032,31.69,223.66,1093.43,20.02,Type_6,18,3,2
2345,298,16,30,15,969,173,232,199,1465,67.61,394.25,1161.14,54.75,Type_6,18,3,2
2286,304,23,0,0,1560,151,221,208,598,84.57,430.67,554.66,42.23,Type_6,19,3,2
2330,296,24,108,50,1410,145,225,216,457,46.18,385.39,1159.07,5.78,Type_6,18,3,2
2395,288,22,323,125,1080,154,232,216,201,79.18,345.85,737.65,44.33,Type_6,18,3,2
2479,294,9,342,92,810,194,238,184,255,89.96,280.09,243.62,47.58,Type_6,27,3,2
2498,345,13,120,5,450,195,220,163,1423,84.95,155.01,1125.72,11.93,Type_6,18,3,2
2377,349,21,175,87,960,177,200,158,895,38.14,356.9,661.74,48.67,Type_6,18,3,2
2324,332,26,120,70,1024,151,197,181,920,88.65,365.92,451.23,25.57,Type_6,18,3,2
2330,333,24,150,80,1008,157,201,179,930,87.86,317.43,403.73,60.15,Type_6,18,3,2
2374,330,22,330,141,930,163,208,182,1008,39.82,217.01,1120.92,35.16,Type_6,18,3,2
2378,326,23,360,148,920,157,207,187,1024,47.97,432.66,1102.24,45.74,Type_6,18,3,2
2447,318,20,408,89,875,162,217,193,1149,36.01,359.0,659.58,62.13,Type_6,18,3,2
2396,294,23,153,52,1008,148,226,216,1546,78.96,246.7,203.6,43.69,Type_6,18,3,2
2319,269,19,67,8,1440,168,243,213,474,79.25,340.15,892.85,37.26,Type_6,18,3,2
2357,30,21,175,82,1290,208,189,109,335,46.89,365.18,494.12,62.79,Type_6,18,3,2
2348,21,22,192,73,1260,199,186,116,309,34.2,155.71,640.82,6.67,Type_6,18,3,2
2427,281,17,391,5,990,172,239,206,150,33.4,181.53,899.89,59.75,Type_6,18,3,2
2480,333,16,42,4,351,182,218,175,1518,85.73,172.6,693.47,27.65,Type_6,18,3,2
2358,345,32,85,35,892,143,173,158,981,80.58,394.6,791.52,29.22,Type_6,18,3,2
2361,350,35,95,45,902,137,160,146,969,56.75,375.79,803.26,61.86,Type_6,18,3,2
2370,343,33,127,59,926,137,171,161,949,72.52,395.11,960.93,36.28,Type_6,18,3,2
2386,7,16,192,90,930,199,207,143,924,73.91,349.76,217.9,9.84,Type_6,18,3,2
2381,38,16,216,91,932,218,203,115,918,40.44,370.6,670.4,21.44,Type_6,18,3,2
2375,40,18,242,86,934,218,198,108,912,51.67,231.53,1154.97,32.72,Type_6,18,3,2
2360,35,24,258,-13,942,208,178,94,904,68.24,447.9,491.44,62.21,Type_6,18,3,2
2456,325,19,400,98,845,169,216,185,1172,51.69,214.35,757.34,46.76,Type_6,18,3,2
2373,80,21,60,36,882,242,198,76,1429,62.09,236.68,335.44,10.31,Type_6,25,3,2
2422,300,11,210,78,1015,188,235,188,1499,89.77,442.6,707.1,57.64,Type_6,18,3,2
2339,258,23,95,22,1380,160,246,221,408,44.19,251.04,752.36,16.08,Type_6,18,3,2
2362,23,23,212,20,1260,200,185,113,295,42.69,364.79,324.61,37.04,Type_6,18,3,2
2350,337,23,42,15,837,163,201,173,1047,81.83,422.9,171.35,44.64,Type_6,18,3,2
2448,312,23,430,14,824,151,216,202,1158,75.74,261.48,1150.79,42.56,Type_6,18,3,2
2383,89,20,85,25,845,245,205,80,1425,38.63,180.64,423.23,41.09,Type_6,28,3,2
2368,23,22,216,26,1230,202,188,115,256,78.79,350.76,279.19,24.35,Type_6,18,3,2
2387,279,20,297,9,1110,160,238,216,150,65.31,297.86,927.04,19.5,Type_6,18,3,2
2442,301,21,324,-7,960,158,226,206,95,42.65,359.34,551.34,44.85,Type_6,18,3,2
2477,316,14,277,77,840,183,228,184,175,44.2,160.23,1104.24,43.31,Type_6,27,3,2
2369,329,28,85,34,816,143,195,185,1060,45.5,195.29,900.76,50.1,Type_6,18,3,2
2350,242,18,150,79,932,181,252,205,1015,82.02,397.07,851.5,15.88,Type_6,18,3,2
2326,293,13,30,9,1440,184,237,193,454,51.52,386.69,1185.79,23.4,Type_6,18,3,2
2354,284,25,108,27,1350,142,230,224,365,89.74,172.05,918.33,25.33,Type_6,18,3,2
2477,305,18,256,55,870,169,228,198,134,58.81,207.48,550.41,51.17,Type_6,27,3,2
2493,352,14,60,10,242,194,214,158,1641,78.05,162.93,847.52,17.29,Type_6,25,3,2
2498,335,18,60,15,247,178,213,174,1626,57.07,196.97,287.55,53.29,Type_6,18,3,2
2406,18,20,255,1,842,199,193,124,1006,59.54,397.67,430.07,31.64,Type_6,18,3,2
2381,39,22,170,7,859,215,187,98,992,41.54,171.58,1076.61,27.24,Type_6,18,3,2
2351,64,25,85,12,878,233,180,64,994,57.84,208.92,137.61,47.12,Type_6,18,3,2
2399,316,27,270,149,845,138,206,202,1087,84.89,338.02,1128.47,7.39,Type_6,18,3,2
2477,319,5,361,43,755,206,235,168,1242,50.12,355.55,1039.48,25.1,Type_6,28,3,2
2444,73,21,240,86,752,239,194,75,1338,87.14,187.26,485.24,48.77,Type_6,28,3,2
2431,72,20,210,73,755,238,196,80,1358,61.98,433.14,292.99,11.99,Type_6,28,3,2
2358,67,15,0,0,808,234,208,102,1510,67.89,252.31,323.7,43.13,Type_6,25,3,2
2388,51,19,433,121,499,225,195,96,937,37.76,307.26,752.42,44.1,Type_6,26,3,2
2293,87,20,255,58,319,245,202,78,768,52.55,216.83,126.42,32.42,Type_6,26,3,2
2288,299,7,30,0,1390,200,237,177,781,56.81,268.82,583.21,18.18,Type_6,19,3,2
2294,287,13,60,3,1419,182,239,197,751,76.68,326.58,277.78,14.88,Type_6,18,3,2
2325,281,12,30,5,1440,185,241,195,451,43.23,227.35,1149.89,33.1,Type_6,19,3,2
2373,294,23,108,31,1320,151,228,214,331,39.87,356.96,385.57,62.28,Type_6,18,3,2
2390,327,15,162,31,1260,183,223,178,272,54.38,242.71,976.26,44.49,Type_6,18,3,2
2498,3,10,30,0,426,206,220,152,1518,89.07,302.49,339.69,46.94,Type_6,28,3,2
2370,332,20,42,11,730,170,211,178,1168,69.98,211.11,662.67,62.54,Type_6,18,3,2
2411,37,22,192,23,819,213,186,99,1027,47.12,378.96,624.7,44.06,Type_6,18,3,2
2424,82,18,180,66,730,242,206,87,1401,65.15,222.41,321.68,51.51,Type_6,28,3,2
2362,55,13,0,0,780,228,211,113,1530,36.57,362.09,1186.89,58.44,Type_6,25,3,2
2421,137,9,573,115,787,235,237,133,1224,40.49,445.87,1075.21,38.76,Type_6,28,3,2
2416,135,10,603,110,759,236,236,131,1199,68.88,449.97,850.98,33.32,Type_6,28,3,2
2410,39,6,604,95,674,221,226,141,1123,44.73,410.86,267.49,54.4,Type_6,28,3,2
2315,315,18,134,28,1500,170,223,192,660,66.87,437.0,640.39,43.1,Type_6,18,3,2
2325,355,11,0,0,1471,201,220,156,480,83.55,157.01,529.7,6.7,Type_6,18,3,2
2400,0,16,192,22,1172,194,208,149,180,34.72,311.37,325.46,19.85,Type_6,18,3,2
2397,356,15,212,4,1142,194,212,154,150,49.85,215.4,509.86,20.01,Type_6,18,3,2
2505,352,7,30,5,408,208,228,158,1546,73.96,315.29,761.94,54.9,Type_6,28,3,2
2426,8,17,268,-2,780,198,204,141,1077,71.08,438.03,363.79,20.58,Type_6,18,3,2
2425,26,17,192,20,785,210,201,123,1061,42.72,315.66,768.04,12.43,Type_6,18,3,2
2409,43,23,150,21,794,218,184,90,1054,44.34,403.87,1084.75,61.9,Type_6,18,3,2
2374,67,24,60,0,815,236,185,68,1052,46.88,245.95,708.13,47.28,Type_6,18,3,2
2419,303,30,270,158,793,125,210,219,1142,54.67,281.43,904.01,15.62,Type_6,18,3,2
2459,334,18,350,25,731,175,213,175,1209,44.06,291.12,593.21,54.18,Type_6,18,3,2
2376,76,23,42,14,741,241,191,68,1528,31.18,233.62,671.78,52.23,Type_6,25,3,2
2416,311,11,459,72,895,191,232,181,1343,87.94,329.55,991.77,21.57,Type_6,16,3,2
2335,329,16,0,0,1443,179,219,178,451,70.82,244.75,952.65,9.2,Type_6,19,3,2
2391,283,17,95,32,1293,171,239,207,301,79.53,333.49,1028.06,13.19,Type_6,18,3,2
2405,339,13,150,27,1203,191,221,168,212,38.8,189.86,402.14,40.83,Type_6,18,3,2
2413,295,17,234,7,1084,171,233,202,95,39.58,225.91,569.57,27.51,Type_6,18,3,2
2515,123,5,42,3,277,228,236,142,1627,67.35,155.86,120.05,23.83,Type_6,28,3,2
2396,69,15,67,22,781,234,210,103,1080,76.18,168.33,155.6,46.69,Type_6,18,3,2
2391,88,17,42,17,782,243,209,89,1080,78.66,281.02,341.96,5.79,Type_6,18,3,2
2379,88,21,30,5,785,246,200,72,1082,54.02,423.93,479.89,5.57,Type_6,18,3,2
2468,336,14,323,34,702,187,220,171,1235,54.39,241.63,711.8,63.93,Type_6,18,3,2
2476,142,6,277,42,671,229,239,143,1298,76.31,427.44,1149.61,21.34,Type_6,28,3,2
2473,104,9,270,39,661,236,229,124,1350,59.03,248.89,342.94,45.97,Type_6,28,3,2
2392,87,22,85,30,702,246,197,68,1527,83.85,171.75,1058.05,15.34,Type_6,28,3,2
2378,83,22,60,16,713,244,197,72,1549,84.47,448.22,404.03,23.69,Type_6,25,3,2
2398,308,8,295,54,912,198,235,177,1516,86.19,289.78,643.2,57.85,Type_6,16,3,2
2415,341,11,437,71,918,197,224,165,1384,79.53,349.91,169.04,23.63,Type_6,18,3,2
2414,50,4,624,94,713,222,231,145,1207,77.48,351.37,516.58,18.83,Type_6,28,3,2
2311,292,23,90,30,1430,149,228,216,722,64.55,341.36,758.0,6.24,Type_6,18,3,2
2365,267,23,42,6,1355,155,242,222,365,68.71,356.03,999.05,58.74,Type_6,18,3,2
2419,331,16,212,-1,1087,180,218,177,108,31.02,167.54,1073.06,39.8,Type_6,18,3,2
2459,233,12,170,9,908,199,251,188,108,87.62,275.58,782.66,26.08,Type_6,27,3,2
2467,212,6,134,17,849,215,246,168,162,32.68,325.15,129.0,35.8,Type_6,27,3,2
2512,113,5,30,0,255,230,234,138,1655,85.94,306.49,1055.86,9.81,Type_6,28,3,2
2505,321,3,30,-4,324,211,236,164,1622,69.96,198.55,838.23,59.64,Type_6,28,3,2
2447,301,18,210,95,685,168,229,201,1187,79.36,310.57,138.88,32.63,Type_6,28,3,2
2470,190,8,240,36,633,220,247,160,1357,57.57,342.79,230.5,56.97,Type_6,28,3,2
2425,0,11,503,81,853,204,220,153,1348,34.33,151.93,688.38,38.72,Type_6,18,3,2
2356,350,23,30,10,1448,173,196,157,459,40.34,220.3,805.93,59.66,Type_6,18,3,2
2401,264,18,67,23,1269,171,246,211,285,82.34,304.27,1073.02,12.77,Type_6,18,3,2
2428,349,15,150,22,1150,191,213,160,175,66.79,389.24,710.04,22.14,Type_6,28,3,2
2427,353,18,170,6,1120,187,207,156,150,39.43,399.75,853.24,8.96,Type_6,28,3,2
2517,84,6,67,5,212,229,229,133,1694,45.19,371.53,440.43,45.17,Type_6,28,3,2
2376,21,20,30,2,730,203,193,121,1144,88.74,282.11,733.08,62.87,Type_6,18,3,2
2378,308,20,108,39,769,161,224,201,1165,60.11,344.33,1102.59,13.18,Type_6,18,3,2
2465,169,10,212,31,607,228,244,148,1365,57.3,360.53,1073.91,38.39,Type_6,28,3,2
2376,340,13,30,9,700,191,220,168,1511,37.95,441.65,336.17,64.95,Type_6,16,3,2
2383,328,20,90,18,732,169,213,182,1519,62.81,334.58,886.43,22.12,Type_6,16,3,2
2401,334,18,180,52,787,176,214,175,1536,62.77,199.3,766.24,7.87,Type_6,16,3,2
2424,328,17,360,80,914,177,218,179,1492,35.37,156.16,904.55,47.13,Type_6,18,3,2
2352,327,17,153,71,1511,176,218,181,641,45.76,356.07,324.61,37.21,Type_6,18,3,2
2363,345,23,95,28,1511,168,196,162,524,82.49,268.05,294.08,56.21,Type_6,18,3,2
2387,277,17,30,9,1302,173,241,207,323,37.73,382.17,886.68,63.36,Type_6,18,3,2
2441,282,10,190,-8,977,191,241,189,124,73.2,442.31,701.03,50.19,Type_6,28,3,2
2383,7,22,85,22,721,188,192,135,1184,68.35,217.13,1010.14,19.74,Type_6,18,3,2
2406,329,18,153,45,745,173,215,180,1500,44.14,310.54,1058.8,47.45,Type_6,16,3,2
2436,344,15,391,92,918,188,214,164,1482,72.82,318.76,409.02,44.42,Type_6,18,3,2
2431,45,12,601,87,755,223,214,124,1308,82.42,360.04,205.61,23.86,Type_6,18,3,2
2385,357,25,42,14,1426,173,186,144,446,39.65,190.91,146.63,63.25,Type_6,18,3,2
2409,283,18,42,3,1248,166,238,210,283,72.02,336.74,832.25,21.42,Type_6,18,3,2
2449,4,15,175,11,1071,199,210,147,162,75.53,247.4,744.71,58.24,Type_6,28,3,2
2466,315,16,247,14,649,175,225,190,1292,60.81,433.37,284.15,60.17,Type_6,18,3,2
2407,104,16,85,23,569,245,218,98,1440,87.02,322.38,1069.78,49.56,Type_6,28,3,2
2413,314,13,162,48,722,185,230,185,1471,62.14,187.17,224.84,24.6,Type_6,16,3,2
2275,75,19,124,8,190,239,201,85,942,80.89,446.72,620.3,37.45,Type_6,26,3,2
2406,326,18,0,0,1283,172,217,183,324,80.81,273.65,743.43,17.88,Type_6,18,3,2
2413,308,20,30,7,1253,161,224,201,300,79.92,242.16,256.08,30.57,Type_6,18,3,2
2444,295,16,85,6,1165,172,234,201,234,54.21,196.22,365.47,41.83,Type_6,18,3,2
2455,351,16,180,5,990,191,212,158,182,50.0,401.97,1122.47,45.05,Type_6,28,3,2
2465,319,21,228,13,642,161,215,192,1310,64.37,236.95,861.46,46.56,Type_6,18,3,2
2479,33,5,190,35,577,219,229,147,1356,44.3,241.91,1160.81,40.45,Type_6,28,3,2
2456,14,17,518,112,841,202,202,134,1416,50.04,153.51,338.56,41.2,Type_6,28,3,2
2388,313,17,170,31,1554,171,224,193,579,44.33,430.09,222.07,57.46,Type_6,18,3,2
2463,358,16,182,13,990,193,209,152,212,86.96,243.16,811.0,19.43,Type_6,28,3,2
2428,339,23,212,67,671,165,201,171,1289,57.64,318.51,1116.37,44.66,Type_6,18,3,2
2433,328,23,234,79,685,158,207,185,1295,48.43,392.61,251.7,58.74,Type_6,18,3,2
2439,125,16,90,5,484,245,228,107,1401,32.11,207.1,445.03,5.58,Type_6,28,3,2
2433,193,12,90,0,480,218,250,164,1392,49.39,411.52,472.48,63.78,Type_6,28,3,2
2432,147,16,90,2,484,240,236,120,1385,62.65,377.26,347.61,6.78,Type_6,28,3,2
2399,292,12,124,28,638,186,238,191,1401,56.84,156.49,1016.23,47.52,Type_6,16,3,2
2468,343,20,466,124,900,176,205,166,1482,87.93,328.2,1149.54,11.35,Type_6,28,3,2
2378,117,15,376,58,510,245,225,105,1189,52.64,408.94,233.57,61.24,Type_6,26,3,2
2349,262,26,95,41,1471,147,242,228,702,57.47,177.16,521.77,56.63,Type_6,18,3,2
2418,350,17,85,15,1380,187,209,159,433,75.57,359.88,212.13,33.85,Type_6,18,3,2
2423,346,20,42,8,1320,177,204,162,384,42.36,366.53,1188.91,21.69,Type_6,18,3,2
2469,345,16,180,31,1050,187,213,164,242,72.56,201.76,817.71,54.5,Type_6,28,3,2
2472,352,17,210,34,1020,188,208,156,240,31.27,158.46,1180.24,49.31,Type_6,28,3,2
2428,350,21,182,40,607,177,199,157,1302,76.55,324.82,528.66,58.91,Type_6,18,3,2
2435,340,23,201,56,618,165,199,169,1307,50.32,361.8,364.38,56.68,Type_6,18,3,2
2476,320,17,192,4,616,173,221,187,1357,63.82,392.98,1181.76,18.61,Type_6,18,3,2
2397,335,12,42,13,541,193,224,170,1355,74.52,183.26,116.38,27.44,Type_6,16,3,2
2419,80,20,484,86,661,242,200,78,1316,33.14,354.77,658.84,30.91,Type_6,18,3,2
2457,321,17,67,19,1172,173,220,186,309,40.71,436.15,327.32,51.66,Type_6,18,3,2
2431,89,9,30,-2,421,234,225,122,1337,59.58,285.25,886.0,38.55,Type_6,28,3,2
2422,117,6,30,-4,421,231,234,136,1328,34.92,188.94,437.7,18.25,Type_6,28,3,2
2422,257,11,228,49,661,193,247,192,1361,88.59,281.31,328.54,6.21,Type_6,18,3,2
2469,310,18,400,120,808,168,225,196,1415,52.58,178.35,390.79,63.91,Type_6,28,3,2
2472,56,18,552,131,812,229,198,95,1448,85.4,372.11,779.69,56.67,Type_6,28,3,2
2302,312,7,0,0,1350,201,235,173,836,70.32,269.65,258.94,52.3,Type_6,19,3,2
2312,262,21,30,4,1396,164,245,217,780,33.12,400.57,827.81,38.34,Type_6,18,3,2
2418,291,19,190,30,1473,164,234,209,541,36.82,267.12,544.55,44.37,Type_6,18,3,2
2460,339,20,67,29,1203,173,207,171,350,30.24,153.38,878.1,53.67,Type_6,18,3,2
2485,129,6,108,13,531,230,236,139,1398,89.97,255.7,374.83,48.19,Type_6,28,3,2
2460,133,10,60,8,443,237,235,128,1348,78.14,299.68,450.61,62.29,Type_6,28,3,2
2457,126,11,60,5,430,238,233,124,1339,77.2,434.7,1085.31,57.48,Type_6,28,3,2
2410,9,16,30,0,430,200,206,140,1290,47.08,199.01,288.5,64.48,Type_6,16,3,2
2464,290,20,379,103,767,161,233,211,1376,52.56,386.68,129.84,47.08,Type_6,28,3,2
2485,100,11,552,141,845,238,225,116,1449,75.38,151.81,561.05,42.65,Type_6,28,3,2
2446,76,21,469,105,726,241,196,75,1401,62.38,188.15,1187.7,24.46,Type_6,18,3,2
2356,30,23,201,36,371,207,185,105,1165,34.65,311.39,1060.0,12.99,Type_6,18,3,2
2307,337,17,0,0,1342,181,215,171,847,54.63,257.96,749.53,30.95,Type_6,19,3,2
2308,338,16,0,0,1355,183,216,170,819,85.99,232.26,499.33,38.59,Type_6,19,3,2
2380,262,25,108,39,1465,150,243,227,633,68.24,303.33,282.64,60.91,Type_6,18,3,2
2476,351,18,212,-4,582,184,206,158,1412,78.11,443.77,814.88,20.32,Type_6,18,3,2
2416,1,15,150,32,509,197,210,149,1273,36.5,429.6,1006.64,17.77,Type_6,16,3,2
2447,72,18,446,106,730,238,202,88,1421,82.56,413.06,233.44,56.18,Type_6,18,3,2
2375,23,17,242,43,437,208,202,126,1224,76.99,268.28,233.21,45.8,Type_6,18,3,2
2311,28,25,30,5,1221,201,176,99,969,67.51,441.86,648.55,9.02,Type_6,18,3,2
2494,341,16,170,56,1120,184,214,168,371,86.77,311.25,425.2,29.98,Type_6,18,3,2
2448,10,13,30,9,335,206,213,144,1253,74.6,314.62,634.52,14.16,Type_6,16,3,2
2434,37,10,60,4,331,220,219,133,1239,73.4,328.48,355.14,40.7,Type_6,16,3,2
2426,5,19,150,34,467,192,199,141,1239,38.16,212.26,656.9,48.22,Type_6,16,3,2
2425,5,20,170,34,488,190,197,140,1243,80.16,212.5,845.88,56.0,Type_6,16,3,2
2476,169,2,531,120,875,221,240,155,1382,39.29,232.87,600.51,11.7,Type_6,28,3,2
2476,69,12,488,132,824,232,217,115,1410,48.07,363.52,180.94,24.78,Type_6,28,3,2
2427,49,21,366,91,648,224,189,90,1380,44.94,331.88,109.96,37.5,Type_6,18,3,2
2389,38,14,283,59,503,219,208,120,1284,52.34,403.73,453.94,47.06,Type_6,18,3,2
2327,320,30,42,22,1075,130,197,199,962,38.53,227.1,995.12,52.85,Type_6,18,3,2
2378,270,31,67,25,1416,125,233,238,666,33.17,437.03,620.26,42.35,Type_6,18,3,2
2466,312,16,175,35,1362,174,226,192,511,67.55,243.11,291.06,63.65,Type_6,18,3,2
2503,351,18,192,72,1124,186,207,158,400,33.27,248.97,390.69,30.99,Type_6,18,3,2
2510,355,15,258,72,1036,193,211,155,390,80.19,206.88,555.05,36.5,Type_6,28,3,2
2452,20,12,60,8,306,211,213,137,1224,61.62,232.69,477.03,61.76,Type_6,16,3,2
2438,352,11,90,8,306,200,221,159,1206,63.7,249.08,236.36,40.0,Type_6,16,3,2
2426,67,17,324,90,626,235,205,97,1383,40.25,274.3,1103.77,28.45,Type_6,18,3,2
2401,85,13,283,68,541,239,217,106,1326,41.86,280.12,123.03,7.67,Type_6,18,3,2
2317,322,28,30,18,1008,138,199,195,930,31.32,180.34,1159.9,37.72,Type_6,18,3,2
2356,341,24,67,30,1291,162,196,168,834,78.16,389.9,105.52,16.2,Type_6,18,3,2
2397,269,31,85,25,1410,124,233,238,661,77.28,186.08,846.34,52.0,Type_6,18,3,2
2415,270,29,108,43,1429,131,235,235,638,47.83,187.42,1066.95,38.74,Type_6,18,3,2
2504,330,14,182,73,1218,185,222,176,457,38.14,434.36,117.93,17.13,Type_6,28,3,2
2460,353,15,60,8,309,193,213,157,1216,68.57,412.49,800.0,62.08,Type_6,16,3,2
2452,333,19,120,25,295,174,213,176,1172,76.96,446.81,550.29,5.04,Type_6,18,3,2
2416,118,19,283,80,607,249,219,91,1387,86.25,333.19,1060.58,32.43,Type_6,29,3,2
2397,111,11,256,61,552,240,228,117,1350,71.52,333.87,705.14,64.99,Type_6,29,3,2
2512,321,13,218,81,1194,186,227,180,474,85.2,257.59,557.49,53.92,Type_6,28,3,2
2474,6,15,60,6,319,200,209,144,1205,50.23,420.94,632.81,51.82,Type_6,16,3,2
2465,343,17,150,38,283,182,211,166,1140,54.14,303.6,374.01,44.39,Type_6,18,3,2
2466,0,18,153,42,300,190,203,147,1140,33.07,421.7,617.2,53.28,Type_6,18,3,2
2451,16,17,212,39,384,203,202,132,1146,59.79,271.29,801.76,32.21,Type_6,18,3,2
2454,32,16,258,56,458,215,204,121,1159,37.4,219.13,958.27,57.49,Type_6,18,3,2
2451,12,18,319,67,537,200,202,135,1179,54.06,219.8,180.67,19.05,Type_6,18,3,2
2446,19,19,339,62,564,203,198,127,1187,51.04,348.69,876.4,47.27,Type_6,18,3,2
2444,347,16,382,58,618,188,212,162,1205,76.37,300.32,914.43,19.51,Type_6,18,3,2
2450,313,10,426,77,674,193,233,179,1226,78.19,347.69,710.46,7.39,Type_6,18,3,2
2427,135,20,297,86,674,247,227,100,1434,39.2,355.82,327.89,22.05,Type_6,29,3,2
2367,131,20,134,35,418,248,225,96,1291,51.99,156.7,688.49,34.57,Type_6,29,3,2
2335,328,31,42,24,953,129,187,188,871,36.35,240.74,359.15,61.18,Type_6,18,3,2
2381,287,22,30,9,1345,152,232,218,722,67.69,341.95,382.46,37.55,Type_6,18,3,2
2463,261,19,127,52,1406,169,246,213,600,37.28,398.85,362.03,10.52,Type_6,18,3,2
2459,315,14,180,20,228,181,228,186,1114,64.71,208.03,453.09,19.34,Type_6,18,3,2
2464,225,11,458,108,836,205,250,181,1276,84.68,354.43,428.69,53.17,Type_6,28,3,2
2470,203,6,433,114,864,217,246,164,1291,63.25,431.3,1026.88,37.7,Type_6,28,3,2
2351,46,24,42,23,524,219,179,82,437,69.04,271.97,741.08,8.84,Type_6,18,3,2
2332,46,20,30,9,1140,222,192,97,874,82.01,168.81,1191.82,42.85,Type_6,18,3,2
2343,253,20,42,10,1183,171,249,213,902,83.64,412.48,424.77,24.03,Type_6,18,3,2
2384,20,22,30,12,1284,199,189,119,787,85.19,317.3,1122.88,8.98,Type_6,18,3,2
2530,315,15,285,99,1179,180,227,187,524,35.69,249.33,445.92,58.51,Type_6,28,3,2
2468,354,11,342,70,485,201,220,157,1113,62.65,253.19,689.72,64.89,Type_6,18,3,2
2464,357,14,382,73,541,197,213,153,1129,74.43,237.08,600.58,26.02,Type_6,18,3,2
2465,132,13,391,109,864,241,233,119,1282,75.42,286.64,959.31,49.68,Type_6,28,3,2
2349,129,20,108,19,443,248,225,96,1343,66.4,251.11,157.81,8.95,Type_6,29,3,2
2322,356,6,60,2,277,210,229,157,1254,77.85,382.06,934.34,11.53,Type_6,18,3,2
2472,241,24,150,52,1361,168,251,214,618,57.83,308.62,361.73,53.12,Type_6,18,3,2
2518,277,20,242,91,1245,163,239,214,569,40.44,402.04,844.44,32.18,Type_6,18,3,2
2529,287,17,268,102,1216,169,236,207,560,50.25,170.46,1083.94,36.45,Type_6,28,3,2
2459,280,4,485,103,759,208,240,170,1195,31.08,173.49,557.99,21.24,Type_6,28,3,2
2460,196,6,430,104,816,219,245,162,1224,54.02,316.85,712.06,49.18,Type_6,28,3,2
2460,174,12,402,104,845,227,246,150,1240,62.99,341.73,343.51,26.66,Type_6,28,3,2
